30,7,21,9,10,4,6,1,29,13
23,30,30,12,29,20,20,25,23,10
32,20,5,15,3,25,11,15,29,13
13,28,1,3,6,19,20,20,14,4
9,2,28,18,18,1,31,5,10,23
18,30,12,19,17,18,29,10,18,2
15,6,10,26,3,2,2,3,25,2
16,31,19,6,26,27,9,31,20,27
32,12,5,32,11,25,15,11,30,6
17,11,24,14,23,1,27,4,4,6
15,27,30,6,4,30,20,8,28,21
22,9,31,2,10,9,19,24,3,10
9,19,12,15,30,4,31,1,25,21
3,23,1,10,1,21,4,20,30,29
22,2,31,31,18,20,27,7,21,21
8,3,21,3,30,10,18,25,7,25
21,16,23,20,32,32,15,14,17,13
16,4,6,19,27,9,32,26,12,24
13,12,6,15,17,31,16,22,25,27
27,9,23,9,1,17,22,17,22,23
21,2,5,16,20,19,23,21,21,11
18,25,14,5,25,13,12,3,10,19
1,25,13,7,2,3,21,8,29,3
19,9,24,4,32,21,11,21,29,20
4,10,27,6,27,10,5,13,10,4
25,3,21,21,28,26,26,15,32,6
8,3,20,2,9,32,15,9,31,14
14,30,32,22,30,13,13,17,4,2
8,16,4,6,32,27,12,11,12,13
31,8,2,21,28,12,2,19,4,9
14,3,20,21,29,30,28,19,30,24
27,19,3,27,23,8,22,20,15,17
14,19,28,12,20,7,10,8,13,1
13,31,31,27,32,6,4,21,6,21
3,21,3,3,6,12,4,32,17,18
29,7,29,17,28,25,21,17,14,25
12,20,5,7,19,4,29,20,25,19
31,5,32,6,24,29,24,12,32,30
28,6,10,25,31,3,14,3,22,3
17,29,17,29,15,5,11,26,32,31
32,24,16,22,30,15,28,1,4,6
6,13,19,31,3,26,15,11,1,14
24,29,23,25,27,1,25,22,11,31
22,30,27,16,22,31,17,11,10,16
9,17,1,26,24,11,10,15,31,14
24,4,21,12,6,5,32,26,26,25
15,25,15,8,26,20,19,25,16,7
32,12,19,15,21,9,12,4,16,22
29,11,20,1,12,23,15,1,16,28
23,25,30,25,23,3,2,31,31,2
20,1,17,22,7,32,1,24,12,30
29,4,9,2,30,8,24,26,16,2
4,5,15,16,4,10,21,1,16,32
5,15,13,25,27,9,29,8,14,28
8,22,32,23,31,30,28,3,21,19
31,29,7,31,6,27,30,31,1,29
29,21,13,21,22,30,9,21,20,15
6,6,18,15,7,28,31,32,7,22
8,7,16,11,5,19,5,2,2,30
8,1,9,27,21,26,15,17,32,22
19,15,11,1,1,22,10,14,21,8
17,9,17,21,18,19,1,31,19,16
29,9,10,22,3,14,27,21,25,22
2,10,25,2,16,28,24,4,1,3
9,32,22,26,25,13,27,11,24,17
4,4,28,3,30,1,8,14,3,14
5,15,21,30,11,28,4,30,6,27
7,22,15,10,21,4,15,13,31,2
31,22,19,29,14,32,7,12,3,9
15,19,31,12,12,7,21,25,8,24
11,29,10,1,9,7,1,9,32,25
15,16,8,12,29,15,29,29,27,29
3,18,3,15,29,8,7,6,20,3
23,32,23,14,17,3,26,22,2,2
13,17,4,26,21,26,14,5,20,11
32,9,31,2,22,25,18,26,19,13
28,22,17,22,12,1,7,22,30,1
12,13,9,12,9,9,18,19,28,14
21,13,31,5,8,1,6,26,25,29
8,5,24,18,16,24,5,32,3,7
31,12,31,24,24,3,6,22,26,22
6,23,25,13,18,28,5,9,9,5
25,29,12,24,27,21,23,24,13,7
27,29,8,22,25,1,27,24,19,10
18,15,23,17,23,10,28,12,23,22
8,21,31,32,5,27,4,32,20,4
5,9,11,25,32,29,28,26,4,8
3,30,24,30,21,9,21,2,15,23
26,3,17,28,26,14,19,3,23,1
26,12,18,20,32,6,30,9,11,9
26,7,11,19,17,32,20,7,17,25
27,3,23,1,22,13,4,10,1,8
20,14,18,15,15,23,21,5,15,18
22,27,27,19,9,3,5,21,6,4
11,24,3,25,20,3,13,9,8,9
25,19,20,24,5,11,3,32,27,5
30,26,14,23,9,19,22,29,28,8
25,7,18,30,14,24,13,19,15,25
28,32,6,20,15,4,2,23,27,26
13,29,16,13,9,24,12,20,28,13
10,17,4,17,18,25,10,14,7,6
2,21,3,28,19,28,11,22,27,11
16,18,2,12,4,20,14,26,17,22
30,3,15,16,29,29,31,15,27,2
4,30,18,12,24,27,26,25,15,13
1,26,22,32,1,28,22,25,18,22
16,6,31,31,29,28,29,29,15,2
15,12,15,17,19,23,23,12,9,10
27,27,25,15,4,16,29,5,32,25
18,32,29,31,21,28,20,32,32,7
25,16,27,5,26,18,32,9,5,26
26,27,2,24,32,19,5,18,21,20
25,29,30,4,30,27,29,9,21,30
5,31,16,2,17,14,14,13,32,24
22,24,10,26,11,31,11,5,15,2
30,12,28,1,9,26,6,29,19,9
16,6,24,4,24,4,26,24,7,6
9,2,26,23,18,30,22,31,6,18
31,7,30,1,14,22,11,18,23,25
1,9,30,25,13,28,7,11,32,17
21,10,9,17,19,3,2,26,23,5
14,4,13,23,3,15,24,7,21,17
25,19,1,27,8,13,32,16,13,3
10,9,1,22,7,3,20,6,7,19
13,9,11,27,10,28,31,8,14,9
19,4,24,14,19,22,25,21,25,30
23,13,4,17,23,24,1,19,7,26
8,14,29,32,26,21,16,19,27,23
18,20,18,17,29,3,24,27,3,30
23,19,3,23,15,18,26,6,14,5
2,29,22,11,7,30,17,18,32,31
20,29,4,32,4,5,4,16,29,18
17,6,27,1,30,6,10,25,23,31
21,25,2,18,29,13,4,26,24,17
7,26,20,23,4,29,19,4,15,22
31,17,11,10,9,14,29,1,17,13
9,16,23,21,11,32,3,31,4,32
22,28,27,1,1,26,6,8,7,26
10,32,5,28,5,3,15,8,18,31
18,1,18,27,30,22,13,18,15,2
2,22,27,5,26,12,1,21,21,4
6,24,24,18,23,22,30,26,11,27
31,11,22,2,20,3,13,15,8,7
28,15,19,1,9,25,1,23,25,8
18,14,2,4,32,28,22,25,1,1
29,20,9,21,10,7,14,26,17,25
16,22,17,24,5,8,23,17,19,32
7,13,31,24,11,17,30,15,14,14
3,31,31,2,19,28,6,25,20,25
28,23,24,4,11,23,2,5,10,6
2,13,20,8,5,31,30,15,26,1
24,8,3,22,18,7,22,26,16,8
1,14,15,13,24,7,8,25,19,21
11,23,32,24,27,13,26,24,28,1
13,2,14,24,18,20,16,10,11,22
14,24,1,12,32,1,23,15,2,15
20,21,1,5,7,15,5,22,14,1
5,1,8,6,7,10,7,29,11,30
10,12,26,11,17,18,2,16,32,5
27,22,29,19,6,4,30,5,32,4
32,27,6,6,22,7,26,31,10,29
29,21,18,30,28,27,13,26,4,26
3,17,14,27,15,24,29,13,14,15
29,4,20,26,4,28,7,11,23,23
11,8,3,32,5,15,2,19,15,19
14,31,9,13,17,28,1,3,30,7
15,15,19,19,25,13,30,20,24,22
16,25,23,13,13,26,22,19,1,19
14,31,11,6,20,20,4,6,19,12
18,14,30,2,12,10,24,16,3,22
1,23,13,20,9,28,4,7,22,9
5,30,20,16,5,25,17,8,11,13
29,4,8,10,7,30,28,10,9,27
5,32,19,7,22,2,19,6,25,6
3,10,23,7,24,7,27,26,2,28
19,6,32,14,18,14,9,20,27,3
15,18,25,19,9,30,8,26,5,10
22,3,31,12,15,24,29,2,32,12
1,6,14,18,28,24,23,17,23,2
18,28,26,9,16,10,27,8,19,18
2,25,8,15,16,30,17,29,5,26
3,22,3,6,23,1,24,22,1,21
22,12,17,27,3,8,2,10,29,16
12,30,15,29,26,4,3,15,15,32
26,21,25,29,23,15,16,31,25,15
26,24,1,4,12,6,18,11,11,31
3,14,26,20,14,16,30,24,22,18
17,1,8,26,13,11,14,23,20,8
12,6,15,21,19,14,14,32,25,7
8,15,23,11,4,20,23,26,8,3
4,24,16,14,13,25,22,30,27,28
28,26,19,17,23,14,11,31,7,17
15,21,14,30,31,6,3,26,20,1
18,27,9,18,23,4,16,11,31,30
29,12,10,30,5,22,6,11,21,6
32,24,12,17,6,3,20,14,25,30
11,1,3,3,29,19,16,18,29,6
21,8,25,2,15,13,4,6,13,20
15,14,13,4,22,10,32,28,23,2
4,31,3,3,4,10,20,6,24,21
16,16,27,3,5,26,14,23,24,6
27,2,15,28,2,1,19,16,2,21
31,4,21,30,12,20,26,17,2,30
30,20,17,6,17,4,11,26,6,18
22,18,26,5,16,18,12,19,21,7
29,17,12,22,20,28,2,27,4,26
27,24,30,13,8,4,14,5,25,23
4,8,17,14,12,9,5,31,5,30
31,3,24,15,2,27,5,7,20,16
15,28,13,25,23,11,16,19,23,19
21,17,27,3,21,2,26,2,19,28
12,9,21,4,4,10,4,20,31,17
15,10,1,15,13,25,24,16,26,15
20,27,32,7,14,5,22,13,4,13
10,28,31,7,21,21,15,26,8,14
1,32,21,21,29,12,14,29,18,11
4,4,5,17,14,11,28,23,8,9
16,24,6,15,19,2,11,24,14,31
5,10,32,31,20,20,16,4,7,10
22,6,23,9,6,17,25,6,16,16
30,24,20,12,9,29,2,21,12,4
28,19,32,7,25,1,31,17,12,20
19,29,3,23,4,32,18,30,1,26
14,16,32,23,22,10,7,23,16,11
26,29,26,4,13,23,8,12,13,9
21,5,21,25,17,13,12,2,18,17
32,23,23,7,18,21,2,32,4,2
32,12,30,12,28,1,14,2,24,26
17,6,13,21,32,16,30,14,15,29
5,26,3,31,11,7,25,28,20,23
21,15,24,4,1,27,12,32,6,17
1,29,10,27,25,21,21,30,10,22
12,27,6,10,29,11,13,17,3,29
25,27,31,26,16,3,21,25,31,24
13,20,20,30,29,1,22,15,7,15
6,6,13,29,3,17,17,9,8,25
18,20,9,1,6,16,6,15,22,3
31,10,1,30,32,2,24,19,18,25
15,27,2,16,7,21,9,16,5,27
27,6,24,10,19,5,15,8,9,24
10,12,19,14,30,32,9,14,18,11
19,18,23,29,3,25,22,32,29,14
24,2,10,9,32,24,28,18,2,4
6,29,22,28,16,29,22,8,7,11
12,24,15,1,32,29,18,28,6,6
3,25,31,8,15,4,3,24,10,15
11,10,17,16,21,30,28,30,13,19
8,21,22,11,11,23,12,20,15,1
27,10,16,8,25,21,31,11,2,2
21,13,32,1,7,22,28,16,17,20
23,30,15,15,22,13,4,24,14,11
14,22,4,11,6,6,21,11,15,9
9,12,32,14,16,13,15,31,28,21
29,27,24,15,5,12,15,5,6,26
7,6,30,7,23,3,5,18,7,13
19,21,15,8,19,8,8,21,16,27
5,12,18,19,7,22,16,29,28,32
2,2,18,17,13,1,22,22,2,28
8,1,11,29,3,7,2,27,17,25
20,1,30,1,31,2,20,1,31,13
21,25,25,16,26,20,6,16,27,3
9,16,20,31,27,6,29,29,2,9
28,6,16,18,7,14,10,14,30,28
9,10,4,27,22,8,6,5,25,11
26,7,32,13,25,19,1,2,16,7
17,9,16,1,18,13,24,9,11,23
11,22,25,2,1,8,29,18,18,3
12,9,15,8,26,17,17,4,10,4
23,31,17,15,14,10,4,21,4,17
24,31,22,2,32,7,32,7,9,13
31,32,13,26,28,4,1,31,14,28
10,1,11,23,12,9,16,27,14,26
26,18,4,16,7,27,24,10,24,11
6,21,10,29,18,8,26,12,24,20
18,20,7,21,21,16,8,24,4,24
30,17,3,4,26,3,9,13,10,30
4,24,9,16,25,22,15,18,19,31
32,1,7,1,24,22,29,17,1,2
24,27,13,27,16,15,6,29,9,32
18,2,1,9,31,20,31,14,17,4
9,22,24,30,15,18,23,11,27,26
23,17,8,4,23,23,4,11,9,26
5,25,26,18,7,7,28,3,19,5
9,5,10,27,28,15,31,9,2,31
17,26,1,30,9,23,22,6,16,18
18,14,32,20,4,30,12,29,23,12
32,25,2,19,32,10,18,24,14,32
5,5,6,27,12,17,29,18,32,17
13,8,31,5,30,20,22,32,4,27
25,30,28,17,9,5,19,21,29,19
10,3,20,14,32,5,12,27,27,13
26,10,15,25,21,6,28,29,31,7
8,11,25,24,32,6,31,4,3,14
7,11,15,18,28,17,19,7,15,23
7,14,24,13,24,29,7,10,20,1
30,2,18,1,20,18,31,14,30,1
21,22,14,15,32,12,15,19,25,22
14,23,22,14,29,22,2,3,29,25
21,7,29,12,29,14,5,14,1,1
8,11,13,18,10,19,5,8,13,24
13,31,11,29,5,30,24,6,23,11
3,15,20,19,10,4,28,18,21,7
4,18,27,18,13,28,28,16,32,23
14,2,30,1,18,12,3,20,30,19
20,8,17,16,3,30,9,20,27,11
30,29,14,27,22,22,3,25,13,1
3,7,24,25,26,11,23,11,8,13
24,19,15,1,2,12,11,3,6,3
31,3,6,29,6,17,4,24,25,19
30,29,3,28,2,6,4,17,24,5
14,5,6,29,12,6,6,5,4,24
13,3,13,28,1,29,31,26,13,20
13,26,30,10,30,14,31,8,17,6
14,27,29,23,14,25,15,17,23,20
16,13,10,22,13,12,2,4,10,29
18,14,20,17,3,32,17,17,8,19
12,6,2,31,27,24,20,20,15,7
11,28,13,14,10,13,10,23,30,18
4,30,11,3,30,32,16,24,26,32
28,1,13,14,14,12,7,13,4,18
6,19,6,4,16,22,17,6,23,23
30,28,14,28,9,5,1,30,24,16
9,2,23,14,30,21,31,5,12,14
4,23,20,12,13,14,23,11,20,9
13,18,4,6,22,17,15,19,26,2
9,29,16,9,27,32,10,10,17,5
23,8,28,1,23,1,16,23,29,5
31,6,23,1,15,22,13,16,5,27
32,22,24,23,10,30,7,15,23,28
26,19,25,12,9,22,27,6,5,15
26,32,6,12,5,15,6,12,29,2
5,6,17,24,32,28,7,24,1,8
8,14,27,20,11,26,25,10,29,23
18,20,27,9,18,20,22,28,21,32
27,19,23,10,2,14,4,16,15,21
20,29,2,21,28,21,31,4,11,29
31,30,29,26,18,3,28,2,29,5
8,11,2,24,28,3,17,19,18,20
7,5,19,26,11,25,27,10,16,6
23,31,5,14,12,10,27,17,10,14
13,32,17,16,24,29,29,13,27,26
3,26,1,27,8,4,25,30,26,6
22,29,29,27,5,7,20,16,13,18
6,3,31,25,12,10,25,16,31,30
30,17,8,27,29,10,18,17,15,4
19,3,10,8,11,7,24,7,21,23
8,1,14,8,17,26,12,13,2,13
31,9,4,26,32,11,8,25,31,7
26,23,14,7,14,21,15,25,7,24
17,9,20,26,14,15,7,16,7,23
9,15,4,25,2,25,18,3,22,24
4,23,6,31,13,18,9,14,32,6
27,18,24,24,30,4,23,13,18,15
3,32,14,23,3,13,21,18,8,13
22,5,6,24,10,9,27,2,11,20
19,2,4,23,12,10,25,3,16,16
3,30,20,26,6,17,11,28,32,21
31,30,31,22,29,12,22,2,31,10
8,27,24,3,11,20,23,3,19,2
8,29,6,1,30,8,23,7,1,5
18,24,17,5,4,4,13,24,6,17
30,10,15,29,16,30,31,9,24,15
27,27,12,24,30,13,26,7,32,31
30,25,5,31,12,13,9,8,24,28
23,15,17,26,8,17,22,12,21,2
21,8,5,6,19,19,22,27,23,30
9,15,4,3,28,10,31,11,12,17
9,21,23,31,22,6,29,29,13,11
31,28,10,25,11,29,5,9,13,22
11,4,18,19,3,19,29,29,25,4
20,8,11,7,14,4,19,5,29,11
31,15,27,6,14,24,18,21,21,19
11,5,17,14,22,7,14,14,7,22
32,1,11,14,10,10,16,28,27,11
2,31,8,27,28,6,4,7,15,12
25,25,13,27,6,23,28,5,32,2
14,19,9,11,11,30,11,21,20,16
23,2,8,12,32,7,5,27,30,16
14,24,4,24,16,21,8,17,26,11
18,8,30,28,19,5,4,25,31,15
24,27,10,14,31,17,28,23,27,25
15,21,12,22,19,19,4,13,12,32
23,17,13,10,28,22,18,1,18,12
15,6,28,3,3,7,13,13,27,30
10,26,14,30,28,32,3,5,25,8
1,11,6,12,25,20,3,28,3,15
28,19,7,10,17,26,27,15,13,7
7,2,18,2,32,10,27,4,12,8
22,29,30,20,4,4,12,12,23,8
19,20,8,7,4,29,27,12,24,21
29,30,18,26,10,21,18,1,15,15
19,10,26,5,7,2,30,27,9,20
13,11,17,16,17,5,1,12,30,3
10,31,18,17,6,25,31,19,27,28
3,29,17,11,15,25,20,23,1,16
11,25,31,4,29,27,4,17,22,11
28,9,31,18,7,6,12,28,24,19
23,8,4,28,1,2,3,32,20,22
4,22,5,7,2,19,4,16,6,4
16,3,22,11,25,13,8,15,16,7
26,21,4,11,32,1,23,14,24,23
11,19,28,13,12,5,14,1,18,16
15,11,15,25,16,6,23,19,30,8
19,31,22,1,14,30,16,18,6,20
29,27,25,6,11,2,8,20,6,26
4,25,10,7,27,2,25,25,12,15
23,22,30,18,17,10,23,30,22,14
23,11,17,25,22,16,21,16,21,5
15,5,25,26,8,1,25,16,8,29
4,10,20,25,21,13,9,25,7,23
19,24,21,9,29,21,4,25,24,9
22,10,6,9,6,21,13,16,20,27
32,25,16,29,12,13,30,5,7,28
12,7,28,6,32,13,27,10,22,22
17,22,5,24,32,23,2,11,17,26
31,14,10,13,14,21,22,12,24,6
11,15,14,25,29,21,11,5,20,26
18,14,28,25,19,24,29,16,11,31
8,15,1,12,19,15,1,5,4,10
32,20,28,2,8,2,32,30,13,14
17,27,28,11,16,5,20,17,30,23
2,22,21,26,18,18,4,16,6,28
6,20,11,8,12,21,14,28,19,12
1,18,4,23,22,27,1,5,31,16
16,7,1,8,21,24,23,24,27,7
1,18,5,3,24,22,26,25,24,15
16,16,17,14,31,15,13,31,3,16
17,20,12,20,29,8,11,20,31,1
12,1,27,2,6,13,16,10,32,18
1,17,14,14,2,27,20,7,25,4
11,3,13,14,9,22,29,14,3,10
5,22,14,12,19,6,1,6,25,8
5,12,2,30,6,7,22,15,28,10
17,6,10,13,7,11,29,27,5,25
22,21,17,10,23,25,1,21,30,5
3,14,19,9,23,4,2,24,13,29
9,5,1,18,15,31,22,25,17,11
6,10,32,20,4,19,14,15,18,17
24,26,4,31,15,8,17,17,24,31
20,32,22,2,4,3,12,8,31,19
16,7,1,5,32,5,30,18,25,19
30,24,29,2,20,28,10,29,30,6
3,2,15,16,25,7,2,6,28,27
32,18,29,29,7,5,5,21,2,9
4,28,27,22,3,28,7,10,15,10
11,27,16,5,23,16,17,23,26,2
7,5,1,31,14,24,16,16,20,29
14,2,31,22,1,31,14,2,10,28
12,22,4,19,5,8,2,28,3,3
5,21,2,25,9,30,28,25,28,32
10,3,10,20,13,9,20,22,5,27
8,20,12,31,3,19,12,5,23,7
12,18,19,18,13,28,16,24,14,16
17,3,11,23,15,3,10,4,31,10
11,8,4,8,17,5,23,21,15,27
15,12,12,30,17,1,16,8,24,29
17,3,7,30,8,30,27,28,22,32
11,24,6,8,16,11,1,6,25,29
26,13,6,31,15,10,9,17,22,4
32,22,7,22,20,11,1,22,5,19
10,20,4,3,11,4,13,22,14,17
29,26,5,22,30,26,10,25,23,8
15,24,13,24,32,31,9,13,9,28
8,13,20,19,7,22,16,32,23,21
4,28,11,9,10,22,32,14,6,18
4,32,11,22,1,15,15,25,4,9
6,7,21,24,3,13,31,22,30,4
22,14,32,12,3,31,31,32,21,14
12,17,31,1,32,24,12,8,17,27
23,28,4,32,11,14,32,2,28,9
21,26,27,10,3,10,25,27,23,24
1,16,13,27,25,3,20,24,9,1
9,25,10,22,8,7,20,26,5,6
13,8,21,12,27,27,23,31,6,13
7,17,9,14,2,26,28,14,5,4
9,14,16,8,16,31,24,10,24,14
26,24,1,6,11,11,6,20,4,6
2,6,1,30,9,27,1,9,9,9
13,16,2,30,16,3,20,30,15,11
12,1,28,19,4,3,15,4,16,7
3,30,27,6,15,20,14,24,10,4
14,7,13,9,3,3,29,14,18,2
29,8,21,2,3,30,13,32,6,14
17,1,24,3,2,27,14,16,25,25
8,2,12,11,30,15,30,27,18,29
27,30,32,10,8,14,11,22,18,22
1,18,1,2,2,8,2,26,5,32
22,15,20,27,25,25,31,22,4,11
23,1,28,11,24,28,5,20,1,18
25,3,29,19,25,9,22,26,19,22
28,13,5,30,29,17,29,11,4,17
5,14,2,27,22,3,16,1,16,1
15,18,18,29,12,25,13,31,18,8
1,6,29,11,27,22,14,29,7,13
16,6,12,8,10,20,12,5,10,5
27,20,17,32,19,24,31,28,15,14
24,14,7,15,17,19,20,19,29,21
9,12,3,10,3,24,15,20,16,4
19,23,30,21,26,12,29,21,19,22
23,28,25,23,27,24,4,18,16,11
3,13,25,31,25,3,6,12,7,31
20,9,12,22,2,15,12,2,12,1
29,24,10,6,21,29,27,17,12,3
2,29,17,31,29,24,27,4,22,14
26,24,7,4,13,12,24,13,6,5
15,5,22,18,30,12,30,1,15,7
19,18,32,5,22,18,20,24,30,25
27,12,3,21,18,27,1,5,29,2
11,27,9,30,25,2,9,32,10,1
22,26,12,28,22,4,21,2,29,21
23,31,2,1,29,26,15,16,27,31
6,12,30,24,25,7,16,10,7,4
7,13,16,1,3,21,1,2,23,23
23,9,25,13,16,23,14,30,20,12
8,3,14,1,18,10,25,2,9,18
3,15,16,18,12,27,12,25,30,23
8,11,32,25,28,5,5,6,13,10
31,10,21,12,28,3,6,2,28,13
29,9,12,2,5,31,22,28,28,18
26,22,2,15,3,9,23,18,17,11
29,29,10,18,30,23,5,9,6,16
25,16,25,3,32,9,28,18,18,18
23,14,28,20,31,25,7,21,17,28
30,17,16,28,12,27,3,21,14,23
8,11,18,2,31,3,19,3,27,1
26,27,17,8,15,16,31,25,14,16
15,19,6,12,29,18,21,18,27,8
15,1,32,18,23,11,13,12,20,26
1,12,6,31,18,1,25,24,18,1
10,17,10,20,10,9,26,15,27,19
26,6,28,3,18,26,6,13,2,17
11,3,6,24,32,19,23,14,12,16
19,18,12,25,9,13,7,22,18,10
11,1,5,17,29,27,6,25,16,15
18,29,5,5,9,20,31,12,28,2
31,1,15,21,16,4,13,24,27,1
11,1,1,5,21,26,3,15,31,8
27,17,7,14,7,1,8,10,25,32
21,25,26,9,7,28,28,6,25,6
11,26,22,26,22,1,12,3,2,22
13,23,20,7,18,29,14,9,30,9
7,20,23,8,14,22,20,14,27,4
4,28,26,13,13,7,19,14,14,26
12,13,9,14,2,12,20,1,22,4
22,22,17,29,11,22,31,26,18,9
23,26,12,9,1,1,20,17,9,6
32,22,2,25,31,23,7,23,1,11
21,17,19,12,18,30,23,27,17,20
6,3,7,10,18,22,29,26,12,5
23,7,25,2,24,11,32,1,28,2
23,24,10,16,4,3,15,18,7,12
24,5,28,29,23,15,21,2,4,6
31,6,20,3,32,29,8,2,22,13
25,13,4,8,4,7,17,27,8,24
14,9,23,6,6,19,32,3,13,19
1,12,6,11,18,18,1,5,1,16
30,21,31,13,7,31,3,4,20,28
9,28,3,22,10,14,5,18,31,29
18,3,13,20,26,22,26,21,19,18
22,4,4,9,7,15,21,31,5,16
10,12,7,10,30,32,26,2,7,7
20,8,24,23,32,21,6,29,26,8
29,3,10,28,2,27,25,24,3,7
17,4,29,24,14,2,16,30,30,29
21,13,20,21,29,27,4,2,2,23
15,25,3,15,16,19,3,15,3,23
20,3,24,19,30,20,26,5,23,25
27,18,22,2,32,32,27,19,26,16
3,29,2,12,18,14,13,20,20,22
4,24,28,11,13,28,25,17,2,21
10,17,10,16,4,16,3,3,1,21
20,16,18,6,24,16,10,9,1,20
8,30,6,9,1,32,15,17,15,21
15,4,11,31,21,11,14,12,2,21
6,5,32,2,8,14,2,18,5,16
24,14,12,8,7,29,15,17,28,19
10,29,20,18,14,27,11,31,1,19
17,17,1,4,12,2,22,12,10,5
10,8,16,5,15,29,3,8,8,12
16,1,9,18,24,6,5,26,6,18
20,4,19,11,8,30,23,17,23,25
10,3,31,5,32,29,6,15,32,31
18,25,20,32,12,14,27,19,21,13
4,4,20,27,20,11,21,18,28,21
24,7,25,22,15,28,28,14,8,22
3,2,25,4,24,16,1,29,19,6
2,22,25,11,30,26,1,9,29,7
24,2,12,23,1,5,23,25,14,27
4,6,32,24,24,24,21,17,30,18
21,6,9,21,32,27,9,23,5,8
32,30,2,21,12,16,13,11,22,12
12,14,3,4,11,27,31,25,3,4
6,22,1,10,7,8,30,5,9,22
31,23,20,9,31,10,22,6,30,20
8,14,23,20,4,27,30,10,10,14
14,25,27,23,10,9,7,27,7,2
24,19,15,22,28,1,19,12,31,18
6,19,27,14,21,11,22,22,30,6
1,29,21,24,30,22,16,20,25,20
19,11,8,30,12,10,15,7,28,4
17,26,31,9,22,32,27,9,10,21
31,15,29,6,15,17,1,3,11,26
15,25,12,6,7,4,4,29,24,19
17,28,14,24,7,17,27,26,3,7
17,22,30,6,6,9,12,30,7,7
32,15,24,30,14,27,7,27,3,32
6,3,13,9,17,1,31,16,6,11
14,30,29,18,26,6,31,8,10,29
2,8,9,21,26,25,8,2,11,24
10,23,30,31,26,20,30,13,8,1
29,26,20,1,10,5,19,2,23,7
30,11,14,24,10,8,1,8,22,7
6,3,14,15,20,18,25,14,26,28
19,7,19,23,21,5,24,27,8,8
19,28,22,10,23,20,25,20,12,25
18,12,19,23,17,28,5,13,25,7
1,4,9,11,9,22,17,27,6,30
13,27,1,6,8,10,22,4,28,11
10,13,2,16,19,13,30,25,6,15
12,1,10,25,16,27,25,25,2,6
4,16,26,13,12,17,28,2,14,27
30,14,12,10,13,23,24,22,19,25
21,9,7,29,16,25,18,31,16,27
14,29,17,4,18,13,1,16,31,14
2,23,2,29,5,30,26,32,30,20
16,21,7,22,25,5,6,19,7,25
26,25,21,7,28,9,23,23,24,21
20,10,32,24,22,27,12,18,24,21
31,2,15,18,23,28,29,19,11,18
18,19,14,23,3,15,15,27,16,11
6,13,32,22,12,7,20,13,27,5
22,13,11,18,28,12,17,30,2,24
7,17,15,10,31,26,24,28,17,27
12,11,17,20,3,22,11,13,4,16
17,23,31,29,15,25,3,26,7,12
12,32,9,22,8,11,14,29,30,17
17,7,30,8,13,12,15,18,7,30
31,5,22,7,8,10,23,31,9,22
14,2,23,24,8,23,16,6,3,12
2,23,4,32,7,5,7,26,8,30
10,11,16,7,18,12,27,28,21,24
7,25,30,16,31,20,25,24,21,5
